ORPHAcode,Disorder,HPO_ID,HPO_Term,Frequency
583,Mucopolysaccharidosis type 6,HP:0000944,Abnormal metaphysis morphology,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0001387,Joint stiffness,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0001508,Failure to thrive,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0002656,Epiphyseal dysplasia,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0002788,Recurrent upper respiratory tract infections,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0003521,Disproportionate short-trunk short stature,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0007759,Opacification of the corneal stroma,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0008155,Mucopolysacchariduria,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0009928,Thick nasal alae,Very frequent (99-80%)
583,Mucopolysaccharidosis type 6,HP:0000365,Hearing impairment,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0000470,Short neck,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0000885,Broad ribs,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0001744,Splenomegaly,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0002808,Kyphosis,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0002857,Genu valgum,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0003300,Ovoid vertebral bodies,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0100790,Hernia,Frequent (79-30%)
583,Mucopolysaccharidosis type 6,HP:0000158,Macroglossia,Occasional (29-5%)
583,Mucopolysaccharidosis type 6,HP:0000505,Visual impairment,Occasional (29-5%)
583,Mucopolysaccharidosis type 6,HP:0001654,Abnormal heart valve morphology,Occasional (29-5%)
583,Mucopolysaccharidosis type 6,HP:0002564,Malformation of the heart and great vessels,Occasional (29-5%)
583,Mucopolysaccharidosis type 6,HP:0030680,Abnormal cardiovascular system morphology,Occasional (29-5%)
583,Mucopolysaccharidosis type 6,HP:0100543,Cognitive impairment,Occasional (29-5%)
812,Sialidosis type 1,HP:0000179,Thick lower lip vermilion,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000280,Coarse facial features,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000407,Sensorineural hearing impairment,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000431,Wide nasal bridge,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000488,Retinopathy,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000505,Visual impairment,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000518,Cataract,Occasional (29-5%)
812,Sialidosis type 1,HP:0000529,Progressive visual loss,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000639,Nystagmus,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000762,Decreased nerve conduction velocity,Frequent (79-30%)
812,Sialidosis type 1,HP:0000768,Pectus carinatum,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000943,Dysostosis multiplex,Very frequent (99-80%)
812,Sialidosis type 1,HP:0000962,Hyperkeratosis,Very frequent (99-80%)
812,Sialidosis type 1,HP:0001249,Intellectual disability,Frequent (79-30%)
812,Sialidosis type 1,HP:0001250,Seizure,Very frequent (99-80%)
812,Sialidosis type 1,HP:0001251,Ataxia,Very frequent (99-80%)
812,Sialidosis type 1,HP:0001252,Hypotonia,Frequent (79-30%)
812,Sialidosis type 1,HP:0001288,Gait disturbance,Very frequent (99-80%)
812,Sialidosis type 1,HP:0001324,Muscle weakness,Frequent (79-30%)
812,Sialidosis type 1,HP:0001336,Myoclonus,Very frequent (99-80%)
812,Sialidosis type 1,HP:0001337,Tremor,Frequent (79-30%)
812,Sialidosis type 1,HP:0001350,Slurred speech,Very frequent (99-80%)
812,Sialidosis type 1,HP:0001744,Splenomegaly,Very frequent (99-80%)
812,Sialidosis type 1,HP:0002007,Frontal bossing,Frequent (79-30%)
812,Sialidosis type 1,HP:0002167,Abnormality of speech or vocalization,Very frequent (99-80%)
812,Sialidosis type 1,HP:0002353,EEG abnormality,Frequent (79-30%)
812,Sialidosis type 1,HP:0002650,Scoliosis,Very frequent (99-80%)
812,Sialidosis type 1,HP:0002652,Skeletal dysplasia,Very frequent (99-80%)
812,Sialidosis type 1,HP:0002750,Delayed skeletal maturation,Very frequent (99-80%)
812,Sialidosis type 1,HP:0002808,Kyphosis,Occasional (29-5%)
812,Sialidosis type 1,HP:0003202,Skeletal muscle atrophy,Frequent (79-30%)
812,Sialidosis type 1,HP:0003312,Abnormal form of the vertebral bodies,Frequent (79-30%)
812,Sialidosis type 1,HP:0003355,Aminoaciduria,Very frequent (99-80%)
812,Sialidosis type 1,HP:0003461,Increased urinary O-linked sialopeptides,Very frequent (99-80%)
812,Sialidosis type 1,HP:0004322,Short stature,Very frequent (99-80%)
812,Sialidosis type 1,HP:0007957,Corneal opacity,Very frequent (99-80%)
812,Sialidosis type 1,HP:0010306,Short thorax,Very frequent (99-80%)
812,Sialidosis type 1,HP:0010729,Cherry red spot of the macula,Very frequent (99-80%)
812,Sialidosis type 1,HP:0011276,Vascular skin abnormality,Very frequent (99-80%)
812,Sialidosis type 1,HP:0012061,Urinary excretion of sialylated oligosaccharides,Very frequent (99-80%)
812,Sialidosis type 1,HP:0100022,Abnormality of movement,Very frequent (99-80%)
812,Sialidosis type 1,HP:0100790,Hernia,Frequent (79-30%)
578,Mucolipidosis type IV,HP:0000232,Everted lower lip vermilion,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0000252,Microcephaly,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0000280,Coarse facial features,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0000486,Strabismus,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0000488,Retinopathy,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0000512,Abnormal electroretinogram,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0000613,Photophobia,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0000639,Nystagmus,Frequent (79-30%)
578,Mucolipidosis type IV,HP:0000691,Microdontia,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0000708,Atypical behavior,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0000982,Palmoplantar keratoderma,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0001249,Intellectual disability,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0001251,Ataxia,Frequent (79-30%)
578,Mucolipidosis type IV,HP:0001252,Hypotonia,Frequent (79-30%)
578,Mucolipidosis type IV,HP:0001288,Gait disturbance,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0001344,Absent speech,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0001347,Hyperreflexia,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0002353,EEG abnormality,Frequent (79-30%)
578,Mucolipidosis type IV,HP:0002816,Genu recurvatum,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0004345,Abnormality of ganglioside metabolism,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0004422,Biparietal narrowing,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0005105,Abnormal nasal morphology,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0007281,Developmental stagnation,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0007703,Abnormality of retinal pigmentation,Occasional (29-5%)
578,Mucolipidosis type IV,HP:0007957,Corneal opacity,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0010318,Aplasia/Hypoplasia of the abdominal wall musculature,Very frequent (99-80%)
578,Mucolipidosis type IV,HP:0011020,Abnormality of mucopolysaccharide metabolism,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0002857,Genu valgum,Frequent (79-30%)
577,Mucolipidosis type III,HP:0003307,Hyperlordosis,Frequent (79-30%)
577,Mucolipidosis type III,HP:0007957,Corneal opacity,Frequent (79-30%)
577,Mucolipidosis type III,HP:0000269,Prominent occiput,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0000505,Visual impairment,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0001387,Joint stiffness,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0003264,Deficiency of N-acetylglucosamine-1-phosphotransferase,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0003272,Abnormality of the hip bone,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0003312,Abnormal form of the vertebral bodies,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0004322,Short stature,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0004493,Craniofacial hyperostosis,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0008818,Large iliac wings,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0008821,Hypoplastic inferior ilia,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0025261,Stiff finger,Very frequent (99-80%)
577,Mucolipidosis type III,HP:0000280,Coarse facial features,Frequent (79-30%)
577,Mucolipidosis type III,HP:0000938,Osteopenia,Frequent (79-30%)
577,Mucolipidosis type III,HP:0000943,Dysostosis multiplex,Frequent (79-30%)
577,Mucolipidosis type III,HP:0001385,Hip dysplasia,Frequent (79-30%)
577,Mucolipidosis type III,HP:0001634,Mitral valve prolapse,Frequent (79-30%)
577,Mucolipidosis type III,HP:0002650,Scoliosis,Frequent (79-30%)
577,Mucolipidosis type III,HP:0002758,Osteoarthritis,Frequent (79-30%)
577,Mucolipidosis type III,HP:0009837,Bullet-shaped distal phalanges of the hand,Frequent (79-30%)
577,Mucolipidosis type III,HP:0012185,Constrictive median neuropathy,Frequent (79-30%)
577,Mucolipidosis type III,HP:0012532,Chronic pain,Frequent (79-30%)
577,Mucolipidosis type III,HP:0030680,Abnormal cardiovascular system morphology,Frequent (79-30%)
577,Mucolipidosis type III,HP:0034337,Claw hand deformity,Frequent (79-30%)
577,Mucolipidosis type III,HP:0100543,Cognitive impairment,Frequent (79-30%)
577,Mucolipidosis type III,HP:0000885,Broad ribs,Occasional (29-5%)
577,Mucolipidosis type III,HP:0001072,Thickened skin,Occasional (29-5%)
577,Mucolipidosis type III,HP:0001653,Mitral regurgitation,Occasional (29-5%)
577,Mucolipidosis type III,HP:0001659,Aortic regurgitation,Occasional (29-5%)
577,Mucolipidosis type III,HP:0002091,Restrictive ventilatory defect,Occasional (29-5%)
577,Mucolipidosis type III,HP:0002176,Spinal cord compression,Occasional (29-5%)
577,Mucolipidosis type III,HP:0002515,Waddling gait,Occasional (29-5%)
577,Mucolipidosis type III,HP:0004349,Reduced bone mineral density,Occasional (29-5%)
577,Mucolipidosis type III,HP:0012378,Fatigue,Occasional (29-5%)
796,Sandhoff disease,HP:0000256,Macrocephaly,Very frequent (99-80%)
796,Sandhoff disease,HP:0000293,Full cheeks,Frequent (79-30%)
796,Sandhoff disease,HP:0000365,Hearing impairment,Very frequent (99-80%)
796,Sandhoff disease,HP:0000618,Blindness,Very frequent (99-80%)
796,Sandhoff disease,HP:0001250,Seizure,Very frequent (99-80%)
796,Sandhoff disease,HP:0001251,Ataxia,Very frequent (99-80%)
796,Sandhoff disease,HP:0001324,Muscle weakness,Frequent (79-30%)
796,Sandhoff disease,HP:0001508,Failure to thrive,Very frequent (99-80%)
796,Sandhoff disease,HP:0001635,Congestive heart failure,Occasional (29-5%)
796,Sandhoff disease,HP:0001744,Splenomegaly,Frequent (79-30%)
796,Sandhoff disease,HP:0002205,Recurrent respiratory infections,Frequent (79-30%)
796,Sandhoff disease,HP:0002240,Hepatomegaly,Frequent (79-30%)
796,Sandhoff disease,HP:0002333,Motor deterioration,Very frequent (99-80%)
796,Sandhoff disease,HP:0002652,Skeletal dysplasia,Occasional (29-5%)
796,Sandhoff disease,HP:0002808,Kyphosis,Very frequent (99-80%)
796,Sandhoff disease,HP:0004343,Abnormal glycosphingolipid metabolism,Very frequent (99-80%)
796,Sandhoff disease,HP:0007272,Progressive psychomotor deterioration,Very frequent (99-80%)
796,Sandhoff disease,HP:0010729,Cherry red spot of the macula,Very frequent (99-80%)
796,Sandhoff disease,HP:0100022,Abnormality of movement,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0000023,Inguinal hernia,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0000280,Coarse facial features,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0000470,Short neck,Occasional (29-5%)
584,Mucopolysaccharidosis type 7,HP:0001004,Lymphedema,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0001249,Intellectual disability,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0001252,Hypotonia,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0001387,Joint stiffness,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0001537,Umbilical hernia,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0001541,Ascites,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0001744,Splenomegaly,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0001789,Hydrops fetalis,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0001840,Metatarsus adductus,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0002103,Abnormality of the pleura,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0002205,Recurrent respiratory infections,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0002650,Scoliosis,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0003272,Abnormality of the hip bone,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0004607,Anterior beaking of lower thoracic vertebrae,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0005019,Diaphyseal thickening,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0007957,Corneal opacity,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0008155,Mucopolysacchariduria,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0008430,Anterior beaking of lumbar vertebrae,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0010655,Epiphyseal stippling,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0012115,Hepatitis,Frequent (79-30%)
584,Mucopolysaccharidosis type 7,HP:0012368,Flat face,Very frequent (99-80%)
584,Mucopolysaccharidosis type 7,HP:0100026,Arteriovenous malformation,Occasional (29-5%)
584,Mucopolysaccharidosis type 7,HP:0100625,Enlarged thorax,Occasional (29-5%)
461,Recessive X-linked ichthyosis,HP:0000958,Dry skin,Very frequent (99-80%)
461,Recessive X-linked ichthyosis,HP:0000962,Hyperkeratosis,Very frequent (99-80%)
461,Recessive X-linked ichthyosis,HP:0000966,Hypohidrosis,Very frequent (99-80%)
461,Recessive X-linked ichthyosis,HP:0008064,Ichthyosis,Very frequent (99-80%)
461,Recessive X-linked ichthyosis,HP:0007018,Attention deficit hyperactivity disorder,Frequent (79-30%)
461,Recessive X-linked ichthyosis,HP:0007759,Opacification of the corneal stroma,Frequent (79-30%)
461,Recessive X-linked ichthyosis,HP:0000028,Cryptorchidism,Occasional (29-5%)
461,Recessive X-linked ichthyosis,HP:0000717,Autism,Occasional (29-5%)
461,Recessive X-linked ichthyosis,HP:0001270,Motor delay,Occasional (29-5%)
461,Recessive X-linked ichthyosis,HP:0002167,Abnormality of speech or vocalization,Occasional (29-5%)
461,Recessive X-linked ichthyosis,HP:0007549,Desquamation of skin soon after birth,Occasional (29-5%)
461,Recessive X-linked ichthyosis,HP:0001249,Intellectual disability,Very rare (<4-1%)
881,Turner syndrome,HP:0002808,Kyphosis,Frequent (79-30%)
881,Turner syndrome,HP:0002857,Genu valgum,Frequent (79-30%)
881,Turner syndrome,HP:0002910,Elevated hepatic transaminase,Frequent (79-30%)
881,Turner syndrome,HP:0005113,Dilatation of the aortic arch,Frequent (79-30%)
881,Turner syndrome,HP:0005689,Dermatoglyphic ridges abnormal,Frequent (79-30%)
881,Turner syndrome,HP:0006438,Enlargement of the distal femoral epiphysis,Frequent (79-30%)
881,Turner syndrome,HP:0006456,Irregular proximal tibial epiphyses,Frequent (79-30%)
881,Turner syndrome,HP:0007477,Abnormal dermatoglyphics,Frequent (79-30%)
881,Turner syndrome,HP:0009759,Neck pterygia,Frequent (79-30%)
881,Turner syndrome,HP:0010044,Short 4th metacarpal,Frequent (79-30%)
881,Turner syndrome,HP:0010047,Short 5th metacarpal,Frequent (79-30%)
881,Turner syndrome,HP:0010510,Hypermobility of toe joints,Frequent (79-30%)
881,Turner syndrome,HP:0000085,Horseshoe kidney,Occasional (29-5%)
881,Turner syndrome,HP:0000086,Ectopic kidney,Occasional (29-5%)
881,Turner syndrome,HP:0000164,Abnormality of the dentition,Occasional (29-5%)
881,Turner syndrome,HP:0000286,Epicanthus,Occasional (29-5%)
881,Turner syndrome,HP:0000476,Cystic hygroma,Occasional (29-5%)
881,Turner syndrome,HP:0000486,Strabismus,Occasional (29-5%)
881,Turner syndrome,HP:0000508,Ptosis,Occasional (29-5%)
881,Turner syndrome,HP:0000545,Myopia,Occasional (29-5%)
881,Turner syndrome,HP:0000716,Depression,Occasional (29-5%)
881,Turner syndrome,HP:0000767,Pectus excavatum,Occasional (29-5%)
881,Turner syndrome,HP:0000842,Hyperinsulinemia,Occasional (29-5%)
881,Turner syndrome,HP:0000987,Atypical scarring of skin,Occasional (29-5%)
881,Turner syndrome,HP:0000995,Melanocytic nevus,Occasional (29-5%)
881,Turner syndrome,HP:0001004,Lymphedema,Occasional (29-5%)
881,Turner syndrome,HP:0001045,Vitiligo,Occasional (29-5%)
881,Turner syndrome,HP:0001231,Abnormal fingernail morphology,Occasional (29-5%)
881,Turner syndrome,HP:0001385,Hip dysplasia,Occasional (29-5%)
881,Turner syndrome,HP:0001395,Hepatic fibrosis,Occasional (29-5%)
881,Turner syndrome,HP:0001596,Alopecia,Occasional (29-5%)
881,Turner syndrome,HP:0001631,Atrial septal defect,Occasional (29-5%)
881,Turner syndrome,HP:0001647,Bicuspid aortic valve,Occasional (29-5%)
881,Turner syndrome,HP:0001657,Prolonged QT interval,Occasional (29-5%)
881,Turner syndrome,HP:0001658,Myocardial infarction,Occasional (29-5%)
881,Turner syndrome,HP:0001680,Coarctation of aorta,Occasional (29-5%)
881,Turner syndrome,HP:0001763,Pes planus,Occasional (29-5%)
881,Turner syndrome,HP:0001812,Hyperconvex fingernails,Occasional (29-5%)
881,Turner syndrome,HP:0001831,Short toe,Occasional (29-5%)
881,Turner syndrome,HP:0002608,Celiac disease,Occasional (29-5%)
881,Turner syndrome,HP:0002611,Cholestatic liver disease,Occasional (29-5%)
881,Turner syndrome,HP:0002650,Scoliosis,Occasional (29-5%)
881,Turner syndrome,HP:0002960,Autoimmunity,Occasional (29-5%)
881,Turner syndrome,HP:0003067,Madelung deformity,Occasional (29-5%)
881,Turner syndrome,HP:0003186,Inverted nipples,Occasional (29-5%)
881,Turner syndrome,HP:0003764,Nevus,Occasional (29-5%)
881,Turner syndrome,HP:0004349,Reduced bone mineral density,Occasional (29-5%)
881,Turner syndrome,HP:0005603,Numerous congenital melanocytic nevi,Occasional (29-5%)
881,Turner syndrome,HP:0005978,Type II diabetes mellitus,Occasional (29-5%)
881,Turner syndrome,HP:0007018,Attention deficit hyperactivity disorder,Occasional (29-5%)
881,Turner syndrome,HP:0008572,External ear malformation,Occasional (29-5%)
881,Turner syndrome,HP:0009118,Aplasia/Hypoplasia of the mandible,Occasional (29-5%)
881,Turner syndrome,HP:0011307,Splayed toes,Occasional (29-5%)
881,Turner syndrome,HP:0012434,Delayed social development,Occasional (29-5%)
881,Turner syndrome,HP:0100646,Thyroiditis,Occasional (29-5%)
881,Turner syndrome,HP:0000150,Gonadoblastoma,Very rare (<4-1%)
881,Turner syndrome,HP:0000471,Gastrointestinal angiodysplasia,Very rare (<4-1%)
881,Turner syndrome,HP:0000133,Gonadal dysgenesis,Very frequent (99-80%)
881,Turner syndrome,HP:0000137,Abnormality of the ovary,Very frequent (99-80%)
881,Turner syndrome,HP:0000470,Short neck,Very frequent (99-80%)
881,Turner syndrome,HP:0000823,Delayed puberty,Very frequent (99-80%)
881,Turner syndrome,HP:0000837,Increased circulating gonadotropin level,Very frequent (99-80%)
