ORPHAcode,nombre_enfermedad,tipo_enfermedad,edad_media_inicio,tipo_herencia
35,Propionic acidemia,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
36,Acrocallosal syndrome,Malformation syndrome,['Neonatal'],['Autosomal recessive']
37,Acrodermatitis enteropathica,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
38,Acrokeratoelastoidosis of Costa,Disease,"['Adolescent', 'Adult']","['Autosomal dominant', 'Not applicable']"
39,Acromelanosis,Disease,"['Infancy', 'Neonatal']",['Unknown']
40,"Acromesomelic dysplasia, Maroteaux type",Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
41,Dyschromatosis symmetrica hereditaria,Disease,['Childhood'],['Autosomal dominant']
42,Medium chain acyl-CoA dehydrogenase deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
43,X-linked adrenoleukodystrophy,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['X-linked dominant']
44,Neonatal adrenoleukodystrophy,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
45,Adenosine monophosphate deaminase deficiency,Disease,['All ages'],['Autosomal recessive']
46,Adenylosuccinate lyase deficiency,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
47,X-linked agammaglobulinemia,Clinical subtype,['Childhood'],"['Not applicable', 'X-linked recessive']"
48,Congenital bilateral absence of vas deferens,Morphological anomaly,"['Adolescent', 'Adult']",['Multigenic/multifactorial']
49,Penile agenesis,Morphological anomaly,"['Antenatal', 'Neonatal']",[]
50,Aicardi syndrome,Disease,['Neonatal'],['X-linked dominant']
51,Aicardi-Goutières syndrome,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
52,Alagille syndrome,Malformation syndrome,['All ages'],['Autosomal dominant']
53,Albers-Schönberg osteopetrosis,Malformation syndrome,['Childhood'],['Autosomal dominant']
54,X-linked recessive ocular albinism,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
55,Oculocutaneous albinism,Clinical group,['Neonatal'],['Autosomal recessive']
56,Alkaptonuria,Disease,"['Adult', 'Infancy']",['Autosomal recessive']
57,Glycogen storage disease due to aldolase A deficiency,Disease,['Neonatal'],['Autosomal recessive']
58,Alexander disease,Disease,['All ages'],['Autosomal dominant']
59,Allan-Herndon-Dudley syndrome,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
60,Alpha-1-antitrypsin deficiency,Disease,['All ages'],['Autosomal recessive']
61,Alpha-mannosidosis,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
62,Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
63,Alport syndrome,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']","['Autosomal dominant', 'Autosomal recessive', 'X-linked dominant']"
64,Alström syndrome,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
65,Leber congenital amaurosis,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
67,Amoebiasis due to Entamoeba histolytica,Disease,['All ages'],['Not applicable']
68,Amoebiasis due to free-living amoebae,Disease,['All ages'],['Not applicable']
69,Amyloidosis,Category,['All ages'],[]
70,Proximal spinal muscular atrophy,Disease,['All ages'],['Autosomal recessive']
71,Chylomicron retention disease,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
72,Angelman syndrome,Malformation syndrome,['Infancy'],"['Not applicable', 'Unknown']"
73,Gorham-Stout disease,Malformation syndrome,['All ages'],['Not applicable']
74,Angiostrongyliasis,Disease,['All ages'],['Not applicable']
76,Strongyloidiasis,Disease,['All ages'],['Not applicable']
78,Ankylostomiasis,Disease,['All ages'],['Not applicable']
79,Congenital alpha2-antiplasmin deficiency,Disease,['Childhood'],['Autosomal recessive']
81,Antisynthetase syndrome,Disease,"['Adult', 'Elderly']",['Not applicable']
82,Hereditary thrombophilia due to congenital antithrombin deficiency,Disease,"['Adolescent', 'Adult']",['Autosomal dominant']
83,Antley-Bixler syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
84,Fanconi anemia,Malformation syndrome,['Childhood'],"['Autosomal recessive', 'X-linked recessive']"
85,Congenital dyserythropoietic anemia,Clinical group,['Childhood'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
86,Familial abdominal aortic aneurysm,Disease,"['Adult', 'Elderly']",[]
87,Apert syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal dominant']
88,Idiopathic aplastic anemia,Disease,['Adult'],['Unknown']
90,Argininemia,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
91,Aromatase deficiency,Disease,['All ages'],['Autosomal recessive']
92,Juvenile idiopathic arthritis,Clinical group,['Childhood'],[]
93,Aspartylglucosaminuria,Disease,['Childhood'],['Autosomal recessive']
94,Astrocytoma,Clinical group,['All ages'],[]
95,Friedreich ataxia,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
96,Ataxia with vitamin E deficiency,Disease,['All ages'],['Autosomal recessive']
97,Familial paroxysmal ataxia,Disease,['Childhood'],['Autosomal dominant']
98,Autosomal recessive spastic ataxia of Charlevoix-Saguenay,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal recessive']
99,Autosomal dominant cerebellar ataxia,Category,['All ages'],['Autosomal dominant']
100,Ataxia-telangiectasia,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
101,Dentatorubral pallidoluysian atrophy,Disease,['All ages'],['Autosomal dominant']
102,Multiple system atrophy,Disease,['Adult'],"['Multigenic/multifactorial', 'Not applicable']"
104,Leber hereditary optic neuropathy,Disease,"['Adolescent', 'Adult']",['Mitochondrial inheritance']
105,Atresia of urethra,Morphological anomaly,"['Antenatal', 'Neonatal']",['Not applicable']
107,BOR syndrome,Malformation syndrome,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
108,Babesiosis,Disease,['All ages'],['Not applicable']
109,Bannayan-Riley-Ruvalcaba syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
110,Bardet-Biedl syndrome,Disease,"['Antenatal', 'Childhood', 'Infancy', 'Neonatal']","['Autosomal recessive', 'Oligogenic']"
111,Barth syndrome,Disease,['Childhood'],['X-linked recessive']
112,Bartter syndrome,Disease,"['Adolescent', 'Adult', 'Antenatal', 'Childhood', 'Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
113,Bazex-Dupré-Christol syndrome,Disease,"['Infancy', 'Neonatal']",['X-linked dominant']
114,Auriculoosteodysplasia,Malformation syndrome,['Neonatal'],['Autosomal dominant']
115,Congenital contractural arachnodactyly,Malformation syndrome,['Neonatal'],['Autosomal dominant']
116,Beckwith-Wiedemann syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Unknown']"
117,Behçet disease,Disease,"['Adolescent', 'Adult', 'Childhood']",['Multigenic/multifactorial']
118,Beta-mannosidosis,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
119,Beta-sarcoglycan-related limb-girdle muscular dystrophy R4,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
122,Birt-Hogg-Dubé syndrome,Malformation syndrome,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Autosomal dominant']
123,Björnstad syndrome,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
124,Diamond-Blackfan anemia,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
125,Bloom syndrome,Disease,"['Antenatal', 'Neonatal']",['Autosomal recessive']
126,Blepharophimosis-ptosis-epicanthus inversus syndrome,Malformation syndrome,['Antenatal'],"['Autosomal dominant', 'Not applicable']"
127,Borjeson-Forssman-Lehmann syndrome,Malformation syndrome,['Neonatal'],['X-linked recessive']
128,Diphyllobothriasis,Disease,['All ages'],['Not applicable']
129,Pseudopelade of Brocq,Disease,['Adult'],['Not applicable']
130,Brugada syndrome,Disease,"['Adult', 'Childhood']","['Autosomal dominant', 'Not applicable']"
131,Budd-Chiari syndrome,Disease,['All ages'],['Multigenic/multifactorial']
132,Hereditary butyrylcholinesterase deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
133,Chronic beryllium disease,Disease,['Adult'],['Not applicable']
134,Beta-ketothiolase deficiency,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
135,CACH syndrome,Disease,['Childhood'],['Autosomal recessive']
136,Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy,Disease,['Adult'],['Autosomal dominant']
137,Congenital disorder of glycosylation,Category,"['Infancy', 'Neonatal']","['Autosomal recessive', 'X-linked recessive']"
138,CHARGE syndrome,Malformation syndrome,['Neonatal'],"['Autosomal dominant', 'Unknown']"
139,CHILD syndrome,Disease,"['Antenatal', 'Infancy', 'Neonatal']",['X-linked dominant']
140,Campomelic dysplasia,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal dominant']
141,Canavan disease,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
142,Anaplastic thyroid carcinoma,Disease,"['Adult', 'Elderly']",['Not applicable']
143,Parathyroid carcinoma,Disease,['Adult'],['Not applicable']
144,Lynch syndrome,Disease,['Adult'],['Autosomal dominant']
145,Hereditary breast and/or ovarian cancer syndrome,Disease,"['Adult', 'Elderly']",['Autosomal dominant']
146,Differentiated thyroid carcinoma,Disease,"['Adolescent', 'Adult', 'Childhood']",['Not applicable']
147,Carbamoyl-phosphate synthetase 1 deficiency,Disease,['All ages'],['Autosomal recessive']
148,Multiple carboxylase deficiency,Clinical group,"['Infancy', 'Neonatal']",['Autosomal recessive']
150,Nasopharyngeal carcinoma,Disease,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
154,Familial isolated dilated cardiomyopathy,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive', 'Mitochondrial inheritance', 'X-linked recessive']"
156,Carnitine palmitoyl transferase 1A deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
157,Carnitine palmitoyltransferase II deficiency,Disease,['All ages'],['Autosomal recessive']
158,Systemic primary carnitine deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
159,Carnitine-acylcarnitine translocase deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
160,Castleman disease,Disease,['All ages'],['Not applicable']
162,Congenital cataract-anterior segment dysgenesis syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
163,Hereditary hyperferritinemia-cataract syndrome,Disease,['All ages'],['Autosomal dominant']
165,Neutral lipid storage disease,Clinical group,"['Infancy', 'Neonatal']",['Autosomal recessive']
166,Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy,Category,['All ages'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked dominant', 'X-linked recessive']"
167,Chédiak-Higashi syndrome,Disease,['Childhood'],['Autosomal recessive']
168,Loose anagen syndrome,Disease,['Childhood'],['Autosomal dominant']
169,Ringed hair disease,Disease,['Childhood'],"['Autosomal dominant', 'Not applicable']"
170,Woolly hair,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
171,Primary sclerosing cholangitis,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Multigenic/multifactorial']
172,Progressive familial intrahepatic cholestasis,Disease,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
173,Cholera,Disease,['All ages'],['Not applicable']
174,"Metaphyseal chondrodysplasia, Schmid type",Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
175,Cartilage-hair hypoplasia,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
176,Non-rhizomelic chondrodysplasia punctata,Clinical group,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'X-linked dominant', 'X-linked recessive']"
177,Rhizomelic chondrodysplasia punctata,Disease,"['Antenatal', 'Neonatal']",['Autosomal recessive']
178,Chordoma,Disease,['Adult'],"['Autosomal dominant', 'Not applicable']"
179,Birdshot chorioretinopathy,Disease,"['Adult', 'Elderly']",['Unknown']
180,Choroideremia,Disease,"['Adolescent', 'Adult', 'Childhood']",['X-linked recessive']
181,X-linked hypohidrotic ectodermal dysplasia,Etiological subtype,"['Childhood', 'Infancy']",['X-linked recessive']
182,Chromomycosis,Disease,['All ages'],['Not applicable']
183,Eosinophilic granulomatosis with polyangiitis,Disease,"['Adolescent', 'Adult', 'Elderly']",['Not applicable']
184,Cherubism,Malformation syndrome,['Childhood'],"['Autosomal dominant', 'Autosomal recessive', 'Not applicable']"
185,Scimitar syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Not applicable']
186,Primary biliary cholangitis,Disease,"['Adolescent', 'Adult', 'Elderly']","['Multigenic/multifactorial', 'Unknown']"
187,Citrullinemia,Category,"['Adult', 'Neonatal']",['Autosomal recessive']
188,Systemic capillary leak syndrome,Disease,['Adult'],['Not applicable']
189,Hidrotic ectodermal dysplasia,Disease,['Childhood'],['Autosomal dominant']
190,Coats disease,Disease,['Childhood'],['Not applicable']
191,Cockayne syndrome,Disease,['All ages'],['Autosomal recessive']
192,Coffin-Lowry syndrome,Malformation syndrome,"['Childhood', 'Infancy', 'Neonatal']",['X-linked dominant']
193,Cohen syndrome,Malformation syndrome,"['Antenatal', 'Infancy', 'Neonatal']",['Autosomal recessive']
195,Cat-eye syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Not applicable']
198,Occipital horn syndrome,Disease,"['Childhood', 'Infancy', 'Neonatal']",['X-linked recessive']
199,Cornelia de Lange syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Not applicable', 'X-linked recessive']"
200,Isolated corpus callosum agenesis,Morphological anomaly,['Antenatal'],['Not applicable']
201,Cowden syndrome,Disease,['All ages'],['Autosomal dominant']
202,Crandall syndrome,Disease,['No data available'],['Autosomal recessive']
204,Sporadic Creutzfeldt-Jakob disease,Disease,"['Adult', 'Elderly']",['Not applicable']
205,Crigler-Najjar syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
207,Crouzon syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
209,Cutis laxa,Clinical group,[],"['Autosomal dominant', 'Autosomal recessive', 'Not applicable', 'X-linked recessive']"
210,Cyclosporiasis,Disease,['All ages'],['Not applicable']
211,Familial cylindromatosis,Clinical subtype,"['Adolescent', 'Adult']",['Autosomal dominant']
212,Cystathioninuria,Disease,['All ages'],['Autosomal recessive']
213,Cystinosis,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal recessive']
214,Cystinuria,Disease,['All ages'],"['Autosomal recessive', 'Semi-dominant']"
215,Congenital stationary night blindness,Disease,['Neonatal'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
216,Neuronal ceroid lipofuscinosis,Clinical group,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
217,Isolated Dandy-Walker malformation,Morphological anomaly,"['Antenatal', 'Neonatal']",['Multigenic/multifactorial']
218,Darier disease,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
219,Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,Disease,['Childhood'],['Autosomal recessive']
220,Denys-Drash syndrome,Disease,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']",[]
221,Dermatomyositis,Disease,"['Adult', 'Elderly']",['Not applicable']
222,Erosive pustular dermatosis of the scalp,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Not applicable']
223,Arginine vasopressin resistance,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
224,Neonatal diabetes mellitus,Category,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'Not applicable']"
226,Dihydropteridine reductase deficiency,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
227,Diphallia,Morphological anomaly,"['Infancy', 'Neonatal']",[]
229,Familial aortic dissection,Disease,['All ages'],[]
230,Dopamine beta-hydroxylase deficiency,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
231,Dracunculiasis,Disease,['All ages'],[]
232,Sickle cell anemia,Disease,['All ages'],['Autosomal recessive']
233,Duane retraction syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'Not applicable']"
234,Dubin-Johnson syndrome,Disease,"['Adolescent', 'Adult']",['Autosomal recessive']
235,Dubowitz syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
236,Trisomy 9p syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
237,Duplication of urethra,Morphological anomaly,"['Infancy', 'Neonatal']",[]
239,Dyggve-Melchior-Clausen disease,Disease,['Infancy'],['Autosomal recessive']
240,Léri-Weill dyschondrosteosis,Malformation syndrome,"['Adolescent', 'Antenatal', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
241,Dyschromatosis universalis hereditaria,Disease,"['Childhood', 'Infancy']","['Autosomal dominant', 'Autosomal recessive']"
242,"46,XY complete gonadal dysgenesis",Malformation syndrome,"['Adolescent', 'Adult']","['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive', 'Y-linked']"
243,"46,XX gonadal dysgenesis",Malformation syndrome,"['Adolescent', 'Adult']","['Autosomal dominant', 'Autosomal recessive', 'Not applicable', 'X-linked recessive']"
244,Primary ciliary dyskinesia,Disease,['Neonatal'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
245,Nager syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'Not applicable']"
246,Postaxial acrofacial dysostosis,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
247,Inherited arrhythmogenic cardiomyopathy,Clinical group,"['Adolescent', 'Adult']","['Autosomal dominant', 'Autosomal recessive']"
248,Autosomal recessive hypohidrotic ectodermal dysplasia,Etiological subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
249,Fibrous dysplasia of bone,Malformation syndrome,"['Adolescent', 'Adult', 'Childhood']",['Not applicable']
250,Frontonasal dysplasia,Clinical group,"['Antenatal', 'Neonatal']",['Not applicable']
251,Multiple epiphyseal dysplasia,Clinical group,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
253,Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia,Clinical group,['All ages'],[]
254,Spondylometaphyseal dysplasia,Clinical group,['Infancy'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
255,Dopa-responsive dystonia,Clinical group,['Childhood'],"['Autosomal dominant', 'Autosomal recessive', 'Not applicable']"
256,Early-onset generalized limb-onset dystonia,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
257,Epidermolysis bullosa simplex with muscular dystrophy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
258,Laminin subunit alpha 2-related congenital muscular dystrophy,Malformation syndrome,['Neonatal'],['Autosomal recessive']
261,Emery-Dreifuss muscular dystrophy,Disease,['Childhood'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
262,Duchenne and Becker muscular dystrophy,Clinical group,"['Adolescent', 'Adult', 'Childhood']",['X-linked recessive']
263,Limb-girdle muscular dystrophy,Clinical group,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
266,Autosomal dominant limb-girdle muscular dystrophy type 1A,Disease,"['Adult', 'Elderly']",['Autosomal dominant']
267,Calpain-3-related limb-girdle muscular dystrophy R1,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal recessive']
268,Dysferlin-related limb-girdle muscular dystrophy R2,Disease,"['Adolescent', 'Adult']",['Autosomal recessive']
269,Facioscapulohumeral dystrophy,Disease,['All ages'],['Autosomal dominant']
270,Oculopharyngeal muscular dystrophy,Disease,"['Adult', 'Elderly']","['Autosomal dominant', 'Autosomal recessive']"
272,"Congenital muscular dystrophy, Fukuyama type",Malformation syndrome,['Infancy'],['Autosomal recessive']
273,Steinert myotonic dystrophy,Disease,"['Adolescent', 'Adult', 'Antenatal', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
274,Bernard-Soulier syndrome,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
275,Severe combined immunodeficiency due to DCLRE1C deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,Disease,['Neonatal'],['X-linked recessive']
277,Severe combined immunodeficiency due to adenosine deaminase deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
280,Wolf-Hirschhorn syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']","['Multigenic/multifactorial', 'Not applicable']"
281,Monosomy 5p syndrome,Malformation syndrome,['Antenatal'],"['Not applicable', 'Unknown']"
282,Frontotemporal dementia,Clinical group,['Adult'],['Autosomal dominant']
284,Alveolar echinococcosis,Disease,"['Adult', 'Elderly']",['Not applicable']
285,Hypermobile Ehlers-Danlos syndrome,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
286,Vascular Ehlers-Danlos syndrome,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
287,Classical Ehlers-Danlos syndrome,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
288,Hereditary elliptocytosis,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
289,Ellis Van Creveld syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
290,Congenital rubella syndrome,Disease,"['Antenatal', 'Neonatal']",['Not applicable']
291,Congenital varicella syndrome,Disease,"['Antenatal', 'Neonatal']",['Not applicable']
292,Congenital enterovirus infection,Disease,"['Antenatal', 'Neonatal']",['Not applicable']
293,Congenital herpes simplex virus infection,Disease,"['Antenatal', 'Neonatal']",['Not applicable']
294,Fetal cytomegalovirus syndrome,Disease,"['Antenatal', 'Neonatal']",['Not applicable']
295,Fetal parvovirus syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Not applicable']
296,Ollier disease,Disease,"['Adolescent', 'Adult', 'Childhood']",['Not applicable']
297,Tick-borne encephalitis,Disease,['All ages'],['Not applicable']
298,Mitochondrial neurogastrointestinal encephalomyopathy,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal recessive']
300,Bifunctional enzyme deficiency,Disease,['Infancy'],[]
301,Ependymal tumor,Clinical group,['All ages'],[]
302,Inherited epidermodysplasia verruciformis,Disease,['All ages'],['Autosomal recessive']
303,Dystrophic epidermolysis bullosa,Clinical group,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
304,Epidermolysis bullosa simplex,Clinical group,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
305,Junctional epidermolysis bullosa,Clinical group,"['Adolescent', 'Antenatal', 'Infancy', 'Neonatal']",['Autosomal recessive']
306,Self-limited infantile epilepsy,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
307,Juvenile myoclonic epilepsy,Disease,['Adolescent'],"['Autosomal dominant', 'Autosomal recessive', 'Multigenic/multifactorial']"
308,Progressive myoclonic epilepsy type 1,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
310,Reflex epilepsy,Clinical group,['Childhood'],[]
312,Autosomal dominant epidermolytic ichthyosis,Disease,['Neonatal'],['Autosomal dominant']
313,Lamellar ichthyosis,Disease,['Neonatal'],"['Autosomal dominant', 'Autosomal recessive']"
314,Erythroderma desquamativum,Disease,['Infancy'],['Autosomal recessive']
315,Erythrokeratoderma ''en cocardes'',Disease,['Childhood'],['Autosomal dominant']
316,Progressive symmetric erythrokeratodermia,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
317,Erythrokeratodermia variabilis,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
318,Acute erythroid leukemia,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Not applicable']
319,Skeletal Ewing sarcoma,Disease,['All ages'],['Not applicable']
320,Apparent mineralocorticoid excess,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
321,Multiple osteochondromas,Disease,['Childhood'],['Autosomal dominant']
322,Exstrophy-epispadias complex,Malformation syndrome,"['Antenatal', 'Neonatal']",['Multigenic/multifactorial']
324,Fabry disease,Disease,"['Adolescent', 'Adult', 'Childhood']","['X-linked dominant', 'X-linked recessive']"
325,Congenital factor II deficiency,Disease,['All ages'],['Autosomal recessive']
326,Congenital factor V deficiency,Disease,['All ages'],['Autosomal recessive']
327,Congenital factor VII deficiency,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
328,Congenital factor X deficiency,Disease,['All ages'],['Autosomal recessive']
329,Congenital factor XI deficiency,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
330,Congenital factor XII deficiency,Disease,['All ages'],['Autosomal recessive']
331,Congenital factor XIII deficiency,Disease,['All ages'],"['Autosomal recessive', 'Not applicable']"
332,Congenital intrinsic factor deficiency,Disease,['Childhood'],"['Autosomal recessive', 'Not applicable']"
333,Farber disease,Disease,"['Antenatal', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
334,Familial atrial fibrillation,Disease,"['Adult', 'Elderly']",['Autosomal dominant']
335,Congenital fibrinogen deficiency,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
337,Fibrodysplasia ossificans progressiva,Disease,['Childhood'],"['Autosomal dominant', 'Not applicable']"
340,Hemorrhagic fever-renal syndrome,Disease,['All ages'],['Not applicable']
341,Viral hemorrhagic fever,Category,['All ages'],['Not applicable']
342,Familial Mediterranean fever,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']","['Autosomal dominant', 'Autosomal recessive']"
343,Hyperimmunoglobulinemia D with periodic fever,Clinical subtype,['Infancy'],['Autosomal recessive']
345,Dissecting cellulitis of the scalp,Disease,['Adult'],['Not applicable']
346,Quinquaud folliculitis decalvans,Disease,['Adult'],['Not applicable']
347,Frasier syndrome,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
348,"Fructose-1,6-bisphosphatase deficiency",Disease,['All ages'],['Autosomal recessive']
349,Fucosidosis,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
351,Galactosialidosis,Disease,['All ages'],['Autosomal recessive']
352,Galactosemia,Category,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
353,Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5,Disease,['Childhood'],['Autosomal recessive']
354,GM1 gangliosidosis,Disease,['Childhood'],['Autosomal recessive']
355,Gaucher disease,Disease,['All ages'],['Autosomal recessive']
356,Gerstmann-Straussler-Scheinker syndrome,Disease,['Adult'],"['Autosomal dominant', 'Not applicable']"
358,Gitelman syndrome,Disease,['Childhood'],['Autosomal recessive']
359,Pediatric-onset glaucoma of genetic origin,Category,['Childhood'],"['Autosomal dominant', 'Autosomal recessive']"
360,Glioblastoma,Disease,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
361,Familial glucocorticoid deficiency,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
364,Glycogen storage disease due to glucose-6-phosphatase deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
