ORPHAcode,simbolo_gen,nombre_gen
276234,FSIP2,fibrous sheath interacting protein 2
276234,TTC21A,tetratricopeptide repeat domain 21A
276234,DNAH17,dynein axonemal heavy chain 17
276234,CFAP251,cilia and flagella associated protein 251
276234,DRC1,dynein regulatory complex subunit 1
276234,SEPTIN12,septin 12
276234,DNAH1,dynein axonemal heavy chain 1
276234,CFAP65,cilia and flagella associated protein 65
276238,ATXN3,ataxin 3
276241,ATXN3,ataxin 3
276244,ATXN3,ataxin 3
276280,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
276399,KEAP1,kelch like ECH associated protein 1
276399,DICER1,"dicer 1, ribonuclease III"
276405,BLVRA,biliverdin reductase A
276432,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit"
276435,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10
276556,UCP2,uncoupling protein 2
276575,ABCC8,ATP binding cassette subfamily C member 8
276580,KCNJ11,potassium inwardly rectifying channel subfamily J member 11
276598,ABCC8,ATP binding cassette subfamily C member 8
276603,KCNJ11,potassium inwardly rectifying channel subfamily J member 11
276621,DNMT3A,DNA methyltransferase 3 alpha
276621,EPAS1,endothelial PAS domain protein 1
276621,SDHD,succinate dehydrogenase complex subunit D
276621,SDHB,succinate dehydrogenase complex iron sulfur subunit B
276621,VHL,von Hippel-Lindau tumor suppressor
276621,RET,ret proto-oncogene
276630,RPS6KA3,ribosomal protein S6 kinase A3
279934,DGUOK,deoxyguanosine kinase
279943,CSF3R,colony stimulating factor 3 receptor
280071,ALG11,"ALG11 alpha-1,2-mannosyltransferase"
280133,C3,complement C3
280142,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
280183,CD320,CD320 molecule
280195,DLL1,delta like canonical Notch ligand 1
280195,SIX3,SIX homeobox 3
280195,SHH,sonic hedgehog signaling molecule
280195,NODAL,nodal growth differentiation factor
280195,GLI2,GLI family zinc finger 2
280195,FGF8,fibroblast growth factor 8
280195,CRIPTO,"cripto, EGF-CFC family member"
280195,FOXH1,forkhead box H1
280195,CDON,"cell adhesion associated, oncogene regulated"
280195,DISP1,dispatched RND transporter family member 1
280195,TGIF1,TGFB induced factor homeobox 1
280195,ZIC2,Zic family member 2
280195,PTCH1,patched 1
280195,STIL,STIL centriolar assembly protein
280195,GAS1,growth arrest specific 1
280200,FGF8,fibroblast growth factor 8
280200,PTCH1,patched 1
280200,GAS1,growth arrest specific 1
280200,SUFU,SUFU negative regulator of hedgehog signaling
280200,GLI2,GLI family zinc finger 2
280200,TGIF1,TGFB induced factor homeobox 1
280200,DLL1,delta like canonical Notch ligand 1
280200,CRIPTO,"cripto, EGF-CFC family member"
280200,ZIC2,Zic family member 2
280200,FOXH1,forkhead box H1
280200,NODAL,nodal growth differentiation factor
280200,DISP1,dispatched RND transporter family member 1
280200,CDON,"cell adhesion associated, oncogene regulated"
280200,FGFR1,fibroblast growth factor receptor 1
280200,SHH,sonic hedgehog signaling molecule
280200,SIX3,SIX homeobox 3
280210,PLP1,proteolipid protein 1
280219,PLP1,proteolipid protein 1
280224,PLP1,proteolipid protein 1
280229,PLP1,proteolipid protein 1
280234,PLP1,proteolipid protein 1
280270,MAL,"mal, T cell differentiation protein"
280282,GJC2,gap junction protein gamma 2
280288,HSPD1,heat shock protein family D (Hsp60) member 1
280293,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1
280325,ERC1,ELKS/RAB6-interacting/CAST family member 1
280333,DAG1,dystroglycan 1
280356,PLIN1,perilipin 1
280365,LMNA,lamin A/C
280384,ERLIN2,ER lipid raft associated 2
280397,PRNP,prion protein (Kanno blood group)
280406,COQ6,"coenzyme Q6, monooxygenase"
280553,CRYAB,crystallin alpha B
280558,DDX11,DEAD/H-box helicase 11
280576,BANF1,BAF nuclear assembly factor 1
280586,BPNT2,"3'(2'), 5'-bisphosphate nucleotidase 2"
280598,FBLN5,fibulin 5
280615,HBG2,hemoglobin subunit gamma 2
280620,GOSR2,golgi SNAP receptor complex member 2
280628,KITLG,KIT ligand
280633,PIGN,phosphatidylinositol glycan anchor biosynthesis class N
280640,LAMC3,laminin subunit gamma 3
280654,FZD6,frizzled class receptor 6
280671,CHKB,choline kinase beta
280679,BRCC3,BRCA1/BRCA2-containing complex subunit 3
280763,AP4M1,adaptor related protein complex 4 subunit mu 1
280763,AP4B1,adaptor related protein complex 4 subunit beta 1
280763,AP4E1,adaptor related protein complex 4 subunit epsilon 1
280763,AP4S1,adaptor related protein complex 4 subunit sigma 1
280785,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
280794,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
281090,STS,steroid sulfatase
281122,ALOX12B,"arachidonate 12-lipoxygenase, 12R type"
281122,ALOXE3,arachidonate lipoxygenase 3
281122,TGM1,transglutaminase 1
281127,TGM1,transglutaminase 1
281139,KRT1,keratin 1
281139,KRT10,keratin 10
281190,KRT10,keratin 10
281190,KRT1,keratin 1
281201,POMP,proteasome maturation protein
282166,PRNP,prion protein (Kanno blood group)
284139,B3GAT3,"beta-1,3-glucuronyltransferase 3"
284149,IL11RA,interleukin 11 receptor subunit alpha
284169,WAC,WW domain containing adaptor with coiled-coil
284232,DYNC1H1,dynein cytoplasmic 1 heavy chain 1
284247,IGFBP7,insulin like growth factor binding protein 7
284271,SYT14,synaptotagmin 14
284282,WWOX,WW domain containing oxidoreductase
284289,ANO10,anoctamin 10
284324,TPP1,tripeptidyl peptidase 1
284339,MINPP1,multiple inositol-polyphosphate phosphatase 1
284339,TOE1,"target of EGR1, exonuclease"
284343,DICER1,"dicer 1, ribonuclease III"
284411,GK,glycerol kinase
284414,GK,glycerol kinase
284417,PSAT1,phosphoserine aminotransferase 1
284426,LDHA,lactate dehydrogenase A
284435,LDHB,lactate dehydrogenase B
284963,FBN1,fibrillin 1
284973,TGFBR2,transforming growth factor beta receptor 2
284973,TGFBR1,transforming growth factor beta receptor 1
284979,FBN1,fibrillin 1
284984,SMAD3,SMAD family member 3
289157,CYP27B1,cytochrome P450 family 27 subfamily B member 1
289157,CYP2R1,cytochrome P450 family 2 subfamily R member 1
289176,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1
289176,DMP1,dentin matrix acidic phosphoprotein 1
289266,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A
289290,ADK,adenosine kinase
289307,ALDH6A1,aldehyde dehydrogenase 6 family member A1
289365,TNXB,tenascin XB
289365,SOX17,SRY-box transcription factor 17
289365,ROBO2,roundabout guidance receptor 2
289377,TTN,titin
289380,COL6A2,collagen type VI alpha 2 chain
289465,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
289478,NCSTN,nicastrin
289499,PXDN,peroxidasin
289499,ATOH7,atonal bHLH transcription factor 7
289504,ACSF3,acyl-CoA synthetase family member 3
289513,CNOT2,CCR4-NOT transcription complex subunit 2
289539,BAP1,BRCA1 associated deubiquitinase 1
289548,CYP11A1,cytochrome P450 family 11 subfamily A member 1
289560,C19ORF12,chromosome 19 open reading frame 12
289586,CSTA,cystatin A
289586,SERPINB8,serpin family B member 8
289601,NT5E,5'-nucleotidase ecto
289846,GSS,glutathione synthetase
289849,GSS,glutathione synthetase
289857,GCSH,glycine cleavage system protein H
289857,AMT,aminomethyltransferase
289857,GLDC,glycine decarboxylase
289860,SLC6A9,solute carrier family 6 member 9
289860,GCSH,glycine cleavage system protein H
289860,AMT,aminomethyltransferase
289860,GLDC,glycine decarboxylase
289863,GCSH,glycine cleavage system protein H
289863,GLDC,glycine decarboxylase
289863,AMT,aminomethyltransferase
289863,SLC6A9,solute carrier family 6 member 9
289891,GNMT,glycine N-methyltransferase
289916,MMUT,methylmalonyl-CoA mutase
293144,PITX1,paired like homeodomain 1
293150,PITX1,paired like homeodomain 1
293165,DSP,desmoplakin
293168,ALS2,alsin Rho guanine nucleotide exchange factor ALS2
293181,TBC1D24,TBC1 domain family member 24
293181,KCNT1,potassium sodium-activated channel subfamily T member 1
293181,SLC25A22,solute carrier family 25 member 22
293181,PIGA,phosphatidylinositol glycan anchor biosynthesis class A
293181,SLC12A5,solute carrier family 12 member 5
293181,KCNQ2,potassium voltage-gated channel subfamily Q member 2
293181,PLCB1,phospholipase C beta 1
293181,SCN1A,sodium voltage-gated channel alpha subunit 1
293181,SCN2A,sodium voltage-gated channel alpha subunit 2
293199,TP53,tumor protein p53
293199,NF1,neurofibromin 1
293284,PAH,phenylalanine hydroxylase
293381,COL17A1,collagen type XVII alpha 1 chain
293603,SLC4A11,solute carrier family 4 member 11
293633,PYCR1,pyrroline-5-carboxylate reductase 1
293707,MED12,mediator complex subunit 12
293822,MITF,melanocyte inducing transcription factor
293825,KLF1,KLF transcription factor 1
293843,COLEC11,collectin subfamily member 11
293843,MASP1,MBL associated serine protease 1
293843,COLEC10,collectin subfamily member 10
293864,RFX6,regulatory factor X6
293888,RYR2,ryanodine receptor 2
293888,DSG2,desmoglein 2
293888,DSC2,desmocollin 2
293888,TMEM43,transmembrane protein 43
293888,JUP,junction plakoglobin
293888,LMNA,lamin A/C
293888,PKP2,plakophilin 2
293888,TTN,titin
293888,CTNNA3,catenin alpha 3
293888,LDB3,LIM domain binding 3
293888,TGFB3,transforming growth factor beta 3
293888,DSP,desmoplakin
293899,CTNNA3,catenin alpha 3
293899,RYR2,ryanodine receptor 2
293899,TGFB3,transforming growth factor beta 3
293899,DSP,desmoplakin
293899,DSG2,desmoglein 2
293899,TMEM43,transmembrane protein 43
293899,LDB3,LIM domain binding 3
293899,TTN,titin
293899,DSC2,desmocollin 2
293899,LMNA,lamin A/C
293899,PKP2,plakophilin 2
293899,JUP,junction plakoglobin
293910,DSP,desmoplakin
293910,DSG2,desmoglein 2
293910,PKP2,plakophilin 2
293910,DSC2,desmocollin 2
293910,CTNNA3,catenin alpha 3
293910,CDH2,cadherin 2
293910,JUP,junction plakoglobin
293910,LMNA,lamin A/C
293910,TTN,titin
293910,RYR2,ryanodine receptor 2
293910,TMEM43,transmembrane protein 43
293910,LDB3,LIM domain binding 3
293910,PLN,phospholamban
293910,TGFB3,transforming growth factor beta 3
293925,CYP26B1,cytochrome P450 family 26 subfamily B member 1
293936,MIR184,microRNA 184
293948,DPYD,dihydropyrimidine dehydrogenase
293955,TPK1,thiamin pyrophosphokinase 1
293964,AKT2,AKT serine/threonine kinase 2
293978,NFKB2,nuclear factor kappa B subunit 2
294016,STAMBP,STAM binding protein
294023,ADAM17,ADAM metallopeptidase domain 17
294023,EGFR,epidermal growth factor receptor
294415,NPHP3,nephrocystin 3
294415,NEK8,NIMA related kinase 8
295191,HOXD13,homeobox D13
295195,HOXD13,homeobox D13
295197,FBLN1,fibulin 1
295201,HOXD10,homeobox D10
295203,HOXD10,homeobox D10
295239,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
295243,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
300179,FKBP14,FKBP prolyl isomerase 14
300284,PLOD3,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
300293,GPD1,glycerol-3-phosphate dehydrogenase 1
300293,CREB3L3,cAMP responsive element binding protein 3 like 3
300298,STEAP3,STEAP3 metalloreductase
300313,SLC33A1,solute carrier family 33 member 1
300319,LRSAM1,leucine rich repeat and sterile alpha motif containing 1
300324,CARD11,caspase recruitment domain family member 11
300333,CD151,CD151 molecule (Raph blood group)
300345,C1QA,complement C1q A chain
300345,C4A,complement C4A (Chido/Rodgers blood group)
300345,DNASE1,deoxyribonuclease 1
300345,DNASE1L3,deoxyribonuclease 1L3
300345,C1R,complement C1r
300359,PLCG2,phospholipase C gamma 2
300382,FBN1,fibrillin 1
300496,PIGA,phosphatidylinositol glycan anchor biosynthesis class A
300525,KLHL3,kelch like family member 3
300530,CUL3,cullin 3
300536,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
300547,SLC34A1,solute carrier family 34 member 1
300547,CYP24A1,cytochrome P450 family 24 subfamily A member 1
300570,TUBB3,tubulin beta 3 class III
300573,TUBB2B,tubulin beta 2B class IIb
300576,AXIN2,axin 2
300605,SPTLC1,serine palmitoyltransferase long chain base subunit 1
300605,SPG11,"SPG11 vesicle trafficking associated, spatacsin"
300605,FUS,FUS RNA binding protein
300605,SIGMAR1,sigma non-opioid intracellular receptor 1
300605,ALS2,alsin Rho guanine nucleotide exchange factor ALS2
300751,LMNA,lamin A/C
300865,NPM1,nucleophosmin 1
300865,TYK2,tyrosine kinase 2
300878,IGHV4-34,immunoglobulin heavy variable 4-34
300895,ALK,ALK receptor tyrosine kinase
306504,ITGA3,integrin subunit alpha 3
306511,AP5Z1,adaptor related protein complex 5 subunit zeta 1
306530,HOXB1,homeobox B1
306542,ALX1,ALX homeobox 1
306547,JAM3,junctional adhesion molecule 3
306550,FADD,Fas associated via death domain
306558,IER3IP1,immediate early response 3 interacting protein 1
306558,YIPF5,Yip1 domain family member 5
306577,SCN11A,sodium voltage-gated channel alpha subunit 11
306577,SCN10A,sodium voltage-gated channel alpha subunit 10
306577,SCN9A,sodium voltage-gated channel alpha subunit 9
306617,L1CAM,L1 cell adhesion molecule
306658,SAMD9,sterile alpha motif domain containing 9
306661,FGF23,fibroblast growth factor 23
306661,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
306661,KL,klotho
306674,ATP13A2,ATPase cation transporting 13A2
306734,DYT21,"dystonia 21, torsion (autosomal dominant)"
308380,MMADHC,metabolism of cobalamin associated D
308386,MOCS1,molybdenum cofactor synthesis 1
308393,MOCS2,molybdenum cofactor synthesis 2
308400,GPHN,gephyrin
308410,BCKDK,branched chain keto acid dehydrogenase kinase
308425,MCEE,methylmalonyl-CoA epimerase
308442,MMADHC,metabolism of cobalamin associated D
308473,GALE,UDP-galactose-4-epimerase
308487,GALE,UDP-galactose-4-epimerase
308552,GAA,alpha glucosidase
308621,GBE1,"1,4-alpha-glucan branching enzyme 1"
308638,GBE1,"1,4-alpha-glucan branching enzyme 1"
308655,GBE1,"1,4-alpha-glucan branching enzyme 1"
308670,GBE1,"1,4-alpha-glucan branching enzyme 1"
308684,GBE1,"1,4-alpha-glucan branching enzyme 1"
308698,GBE1,"1,4-alpha-glucan branching enzyme 1"
308712,GBE1,"1,4-alpha-glucan branching enzyme 1"
309015,LPL,lipoprotein lipase
309020,APOC2,apolipoprotein C2
309155,HEXB,hexosaminidase subunit beta
309162,HEXB,hexosaminidase subunit beta
309169,HEXB,hexosaminidase subunit beta
309178,HEXA,hexosaminidase subunit alpha
309185,HEXA,hexosaminidase subunit alpha
309192,HEXA,hexosaminidase subunit alpha
309246,GM2A,ganglioside GM2 activator
309252,PSAP,prosaposin
309256,PSAP,prosaposin
309256,ARSA,arylsulfatase A
309263,PSAP,prosaposin
309263,ARSA,arylsulfatase A
309271,PSAP,prosaposin
309271,ARSA,arylsulfatase A
309282,MAN2B1,mannosidase alpha class 2B member 1
309288,MAN2B1,mannosidase alpha class 2B member 1
309297,GALNS,galactosamine (N-acetyl)-6-sulfatase
309310,GLB1,galactosidase beta 1
309324,SLC17A5,solute carrier family 17 member 5
309331,SLC17A5,solute carrier family 17 member 5
309334,SLC17A5,solute carrier family 17 member 5
309789,PEX7,peroxisomal biogenesis factor 7
309796,GNPAT,glyceronephosphate O-acyltransferase
309803,AGPS,alkylglycerone phosphate synthase
309854,SLC30A10,solute carrier family 30 member 10
313772,AFG3L2,AFG3 like matrix AAA peptidase subunit 2
313795,RBBP8,"RB binding protein 8, endonuclease"
313800,ALPK1,alpha kinase 1
313808,AARS2,"alanyl-tRNA synthetase 2, mitochondrial"
313808,CSF1R,colony stimulating factor 1 receptor
313838,STN1,STN1 subunit of CST complex
313838,CTC1,CST telomere replication complex component 1
313846,ATR,ATR serine/threonine kinase
313850,ACO2,aconitase 2
313855,FGFR2,fibroblast growth factor receptor 2
313884,SOX5,SRY-box transcription factor 5
313892,SOX5,SRY-box transcription factor 5
314022,APC,APC regulator of WNT signaling pathway
314029,COL1A1,collagen type I alpha 1 chain
314029,COL1A2,collagen type I alpha 2 chain
314029,BMP1,bone morphogenetic protein 1
314051,EARS2,"glutamyl-tRNA synthetase 2, mitochondrial"
314373,GUCY2C,guanylate cyclase 2C
314376,GUCY2C,guanylate cyclase 2C
314381,DST,dystonin
314394,POC1A,POC1 centriolar protein A
314399,SRP72,signal recognition particle 72
314404,DNMT1,DNA methyltransferase 1
314485,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
314485,VWA1,von Willebrand factor A domain containing 1
314555,IRX5,iroquois homeobox 5
314597,GPSM2,G protein signaling modulator 2
314603,MARS2,"methionyl-tRNA synthetase 2, mitochondrial"
314629,GRN,granulin precursor
314632,ATP13A2,ATPase cation transporting 13A2
314637,MTO1,mitochondrial tRNA translation optimization 1
314647,CAMTA1,calmodulin binding transcription activator 1
314647,POU4F1,POU class 4 homeobox 1
314652,B2M,beta-2-microglobulin
314655,PURA,purine rich element binding protein A
314662,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
314667,TMEM165,transmembrane protein 165
314679,FAT4,FAT atypical cadherin 4
314679,DCHS1,dachsous cadherin-related 1
314689,STK4,serine/threonine kinase 4
314718,EFEMP2,EGF containing fibulin extracellular matrix protein 2
314721,SMOC2,SPARC related modular calcium binding 2
314777,AIP,aryl hydrocarbon receptor interacting protein
314777,CDH23,cadherin related 23
314786,MEN1,menin 1
314786,AIP,aryl hydrocarbon receptor interacting protein
314790,AIP,aryl hydrocarbon receptor interacting protein
314790,MEN1,menin 1
314795,SHOX,SHOX homeobox
314802,GHR,growth hormone receptor
314811,GHSR,growth hormone secretagogue receptor
314911,ASPA,aspartoacylase
314918,ASPA,aspartoacylase
314950,PDGFRB,platelet derived growth factor receptor beta
314950,ETV6,ETS variant transcription factor 6
314950,PDGFRA,platelet derived growth factor receptor alpha
314950,FGFR1,fibroblast growth factor receptor 1
314950,FIP1L1,factor interacting with PAPOLA and CPSF1
314978,ATP2B3,ATPase plasma membrane Ca2+ transporting 3
315306,CYP21A2,cytochrome P450 family 21 subfamily A member 2
315311,CYP21A2,cytochrome P450 family 21 subfamily A member 2
317425,PRKDC,"protein kinase, DNA-activated, catalytic subunit"
317428,ORAI1,ORAI calcium release-activated calcium modulator 1
317430,STIM1,stromal interaction molecule 1
317473,IKZF1,IKAROS family zinc finger 1
317476,MAGT1,magnesium transporter 1
319160,CCDC78,coiled-coil domain containing 78
319182,KMT2A,lysine methyltransferase 2A
319189,NOL3,nucleolar protein 3
319192,GSX2,GS homeobox 2
319192,PCDH12,protocadherin 12
319199,VPS37A,VPS37A subunit of ESCRT-I
319298,MITF,melanocyte inducing transcription factor
319298,MET,"MET proto-oncogene, receptor tyrosine kinase"
319303,HNF1A,HNF1 homeobox A
319308,NONO,non-POU domain containing octamer binding
319308,TFEB,transcription factor EB
319308,TFE3,transcription factor binding to IGHM enhancer 3
319308,ASPSCR1,"ASPSCR1 tether for SLC2A4, UBX domain containing"
319308,SFPQ,splicing factor proline and glutamine rich
319308,CLTC,clathrin heavy chain
319308,PRCC,proline rich mitotic checkpoint control factor
319332,SYNE1,spectrin repeat containing nuclear envelope protein 1
319340,MYH8,myosin heavy chain 8
319462,BRCA2,BRCA2 DNA repair associated
319465,CEBPA,CCAAT enhancer binding protein alpha
319465,ERCC6L2,ERCC excision repair 6 like 2
319465,TGM6,transglutaminase 6
319480,CEBPA,CCAAT enhancer binding protein alpha
319487,MINPP1,multiple inositol-polyphosphate phosphatase 1
319487,HABP2,hyaluronan binding protein 2
319487,FOXE1,forkhead box E1
319504,AARS2,"alanyl-tRNA synthetase 2, mitochondrial"
319509,MRPL3,mitochondrial ribosomal protein L3
319514,PNPT1,polyribonucleotide nucleotidyltransferase 1
319519,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial"
319524,MTFMT,mitochondrial methionyl-tRNA formyltransferase
319547,IFNGR2,interferon gamma receptor 2
319552,IL12RB1,interleukin 12 receptor subunit beta 1
319558,IL12B,interleukin 12B
319563,ISG15,ISG15 ubiquitin like modifier
319569,IFNGR1,interferon gamma receptor 1
319574,IFNGR2,interferon gamma receptor 2
319581,IFNGR1,interferon gamma receptor 1
319589,IFNGR2,interferon gamma receptor 2
319595,STAT1,signal transducer and activator of transcription 1
319600,IRF8,interferon regulatory factor 8
319612,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
319623,CYBB,cytochrome b-245 beta chain
319635,GPNMB,glycoprotein nmb
319640,PROM1,prominin 1
319646,PGM1,phosphoglucomutase 1
319651,DHFR,dihydrofolate reductase
319671,LARP7,"La ribonucleoprotein 7, transcriptional regulator"
319675,NIN,ninein
319678,COQ7,"coenzyme Q7, hydroxylase"
319678,COQ9,coenzyme Q9
320355,SPG41,spastic paraplegia 41 (autosomal dominant)
320360,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6
320365,SPG36,spastic paraplegia 36 (autosomal dominant)
320370,C19ORF12,chromosome 19 open reading frame 12
320375,MTRFR,mitochondrial translation release factor in rescue
320380,DDHD2,DDHD domain containing 2
320385,TECPR2,tectonin beta-propeller repeat containing 2
320391,GBA2,glucosylceramidase beta 2
320396,NT5C2,"5'-nucleotidase, cytosolic II"
320401,GJC2,gap junction protein gamma 2
320406,KLC2,kinesin light chain 2
320406,FLRT1,fibronectin leucine rich transmembrane protein 1
320411,CYP2U1,cytochrome P450 family 2 subfamily U member 1
324262,GRM1,glutamate metabotropic receptor 1
324290,PRDM8,PR/SET domain 8
324294,RHOH,ras homolog family member H
324299,EPAS1,endothelial PAS domain protein 1
324321,CACNA1D,calcium voltage-gated channel subunit alpha1 D
324410,CLIC2,chloride intracellular channel 2
324422,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit
324442,HINT1,histidine triad nucleotide binding protein 1
324525,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1
324530,PLCG2,phospholipase C gamma 2
324535,RMND1,required for meiotic nuclear division 1 homolog
324561,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1
324569,CHMP1A,charged multivesicular body protein 1A
324575,HNF1A,HNF1 homeobox A
324581,RYR1,ryanodine receptor 1
324585,MPZ,myelin protein zero
324588,ADCY5,adenylate cyclase 5
324601,TBX22,T-box transcription factor 22
324604,MYH7,myosin heavy chain 7
324604,SELENON,selenoprotein N
324604,TTN,titin
324611,KIF5A,kinesin family member 5A
324703,APP,amyloid beta precursor protein
324708,APP,amyloid beta precursor protein
324713,APP,amyloid beta precursor protein
324718,APP,amyloid beta precursor protein
324723,APP,amyloid beta precursor protein
324737,SRD5A3,steroid 5 alpha-reductase 3
324977,PSMB8,proteasome 20S subunit beta 8
325448,LHB,luteinizing hormone subunit beta
325524,STAR,steroidogenic acute regulatory protein
325529,STAR,steroidogenic acute regulatory protein
329173,RNF31,ring finger protein 31
329173,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
329178,DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory"
329191,NPR2,natriuretic peptide receptor 2
329195,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2
329211,CAPN5,calpain 5
329217,F5,coagulation factor V
329217,F2,"coagulation factor II, thrombin"
329217,PROZ,"protein Z, vitamin K dependent plasma glycoprotein"
329224,PACS1,phosphofurin acidic cluster sorting protein 1
329228,ZNF335,zinc finger protein 335
329235,IGSF1,immunoglobulin superfamily member 1
329242,PLVAP,plasmalemma vesicle associated protein
329242,DGAT1,diacylglycerol O-acyltransferase 1
329249,SH2B1,SH2B adaptor protein 1
329258,DHTKD1,dehydrogenase E1 and transketolase domain containing 1
329284,WDR45,WD repeat domain 45
329308,FA2H,fatty acid 2-hydroxylase
329314,DGUOK,deoxyguanosine kinase
329319,THPO,thrombopoietin
329336,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
329336,RNASEH1,ribonuclease H1
329457,ECEL1,endothelin converting enzyme like 1
329466,GNAL,G protein subunit alpha L
329469,CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3
329469,GLIS2,GLIS family zinc finger 2
329475,VCP,valosin containing protein
329478,VCP,valosin containing protein
329481,APOE,apolipoprotein E
329802,NIPBL,NIPBL cohesin loading factor
329903,CFH,complement factor H
329903,DGKE,diacylglycerol kinase epsilon
329931,CFHR5,complement factor H related 5
329931,CFHR3,complement factor H related 3
329931,CFHR2,complement factor H related 2
329931,CFHR1,complement factor H related 1
329967,MEFV,"MEFV innate immunity regulator, pyrin"
329967,TNFRSF1A,TNF receptor superfamily member 1A
329971,BMPR1A,bone morphogenetic protein receptor type 1A
329971,SMAD4,SMAD family member 4
329971,ENG,endoglin
330032,HBD,hemoglobin subunit delta
330032,HBB,hemoglobin subunit beta
330041,HBA2,hemoglobin subunit alpha 2
330041,HBB,hemoglobin subunit beta
330041,HBA1,hemoglobin subunit alpha 1
330050,DNM1L,dynamin 1 like
330054,GFER,"growth factor, augmenter of liver regeneration"
331176,G6PC3,glucose-6-phosphatase catalytic subunit 3
331187,MASP2,MBL associated serine protease 2
331190,FCN3,ficolin 3
331206,RAG1,recombination activating 1
331206,RAG2,recombination activating 2
331226,TYK2,tyrosine kinase 2
352328,SERAC1,serine active site containing 1
352333,ELOVL4,ELOVL fatty acid elongase 4
352403,SPTBN2,"spectrin beta, non-erythrocytic 2"
352447,MGME1,mitochondrial genome maintenance exonuclease 1
352470,DNA2,DNA replication helicase/nuclease 2
352479,CRPPA,CDP-L-ribitol pyrophosphorylase A
352490,AUTS2,activator of transcription and developmental regulator AUTS2
352530,TRAPPC9,trafficking protein particle complex subunit 9
352563,MRPL44,mitochondrial ribosomal protein L44
352577,ASXL3,ASXL transcriptional regulator 3
352582,TBC1D24,TBC1 domain family member 24
352582,CPLX1,complexin 1
352587,TBC1D24,TBC1 domain family member 24
352596,TBC1D24,TBC1 domain family member 24
352641,GBA2,glucosylceramidase beta 2
352649,SLC18A2,solute carrier family 18 member A2
352654,UCHL1,ubiquitin C-terminal hydrolase L1
352662,NLRP1,NLR family pyrin domain containing 1
352665,HNRNPK,heterogeneous nuclear ribonucleoprotein K
352670,GNB4,G protein subunit beta 4
352675,PDK3,pyruvate dehydrogenase kinase 3
352682,LAMB1,laminin subunit beta 1
352709,CTSF,cathepsin F
352712,POLE,"DNA polymerase epsilon, catalytic subunit"
352718,RBP4,retinol binding protein 4
352723,LYST,lysosomal trafficking regulator
352734,TYR,tyrosinase
352737,TYR,tyrosinase
352745,LRMDA,leucine rich melanocyte differentiation associated
353217,SLC25A12,solute carrier family 25 member 12
353220,IL31RA,interleukin 31 receptor A
353220,OSMR,oncostatin M receptor
353277,CREBBP,CREB binding protein
353281,CREBBP,CREB binding protein
353284,EP300,E1A binding protein p300
353298,RNU4ATAC,"RNA, U4atac small nuclear"
353308,PC,pyruvate carboxylase
353314,PC,pyruvate carboxylase
353320,PC,pyruvate carboxylase
353327,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase"
353327,GMPPB,GDP-mannose pyrophosphorylase B
353327,ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit
353327,GFPT1,glutamine--fructose-6-phosphate transaminase 1
353327,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
356961,SLC35A2,solute carrier family 35 member A2
356978,SLC25A1,solute carrier family 25 member 1
356996,ANK3,ankyrin 3
357008,DGKE,diacylglycerol kinase epsilon
357027,MYCN,"MYCN proto-oncogene, bHLH transcription factor"
357027,RB1,RB transcriptional corepressor 1
357034,MYCN,"MYCN proto-oncogene, bHLH transcription factor"
357034,RB1,RB transcriptional corepressor 1
